,MagpieData minimum Number,MagpieData minimum MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData minimum MeltingT,MagpieData minimum Column,MagpieData minimum Row,MagpieData minimum CovalentRadius,MagpieData minimum Electronegativity,MagpieData minimum NsValence,MagpieData minimum NpValence,MagpieData minimum NdValence,MagpieData minimum NfValence,MagpieData minimum NValence,MagpieData minimum NsUnfilled,MagpieData minimum NpUnfilled,MagpieData minimum NUnfilled,MagpieData minimum GSvolume_pa,MagpieData minimum GSbandgap,MagpieData minimum SpaceGroupNumber,MagpieData maximum Number,MagpieData maximum MendeleevNumber,MagpieData maximum AtomicWeight,MagpieData maximum MeltingT,MagpieData maximum Column,MagpieData maximum Row,MagpieData maximum CovalentRadius,MagpieData maximum Electronegativity,MagpieData maximum NsValence,MagpieData maximum NpValence,MagpieData maximum NdValence,MagpieData maximum NfValence,MagpieData maximum NValence,MagpieData maximum NsUnfilled,MagpieData maximum NpUnfilled,MagpieData maximum NdUnfilled,MagpieData maximum NfUnfilled,MagpieData maximum NUnfilled,MagpieData maximum GSvolume_pa,MagpieData maximum GSbandgap,MagpieData maximum SpaceGroupNumber,MagpieData mean Number,MagpieData mean MendeleevNumber,MagpieData mean AtomicWeight,MagpieData mean MeltingT,MagpieData mean Column,MagpieData mean Row,MagpieData mean CovalentRadius,MagpieData mean Electronegativity,MagpieData mean NsValence,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NfValence,MagpieData mean NValence,MagpieData mean NsUnfilled,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData mean NfUnfilled,MagpieData mean NUnfilled,MagpieData mean GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber,space group,density,nsites,vpa
0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,227,3.4958233725910053,2,5.705161400196977
1,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,216,3.4576935621325986,2,5.95928465791244
2,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,194,3.4882486627781524,4,5.71755012193666
3,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,139,3.3085301943573393,4,6.02812590352879
4,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,5.64,1.524,166.0,7.0,82.0,14.0067,3823.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.209775,2514.2625,14.0,2.0,76.75,2.545,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,8.3053125,4.238250000000001,187.0,25,3.4185472189424697,4,5.93082589865997
5,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,186,3.452005209051759,4,5.969104606953812
6,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,194,3.492429288069796,8,5.710705907587736
7,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,206,3.5562605942940047,8,5.608204471633211
8,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,65,3.4000041388062128,8,5.865944790942316
9,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,12,3.3385234784823026,8,5.9739692399225826
10,4.0,67.0,9.012182,1560.0,2.0,2.0,76.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.64,0.0,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,96.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,7.89,4.496,194.0,4.666666666666667,70.33333333333333,10.011688,2314.3333333333335,6.0,2.0,89.33333333333333,1.8966666666666665,2.0,0.6666666666666666,0.0,0.0,2.6666666666666665,0.0,1.3333333333333333,0.0,0.0,1.3333333333333333,7.14,1.4986666666666668,194.0,225,2.4612616144131447,3,6.754584295003675
11,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.666666666666667,80.33333333333333,13.341366666666667,1316.3666666666666,14.666666666666666,2.0,72.66666666666667,2.8766666666666665,2.0,2.6666666666666665,0.0,0.0,4.666666666666667,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,11.725833333333334,5.79,194.0,119,3.639646195855029,3,6.086817058499999
12,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,194,3.493677627431383,12,5.708665393342542
13,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,5.64,1.524,166.0,7.0,82.0,14.0067,3823.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.209775,2514.2625,14.0,2.0,76.75,2.545,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,8.3053125,4.238250000000001,187.0,17,3.4189681649775543,8,5.9300956907357225
14,6.0,77.0,12.0107,1687.0,14.0,2.0,76.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,0.773,194.0,14.0,78.0,28.0855,3823.0,14.0,3.0,111.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,4.496,227.0,10.0,77.5,20.048099999999998,2755.0,14.0,2.5,93.5,2.2249999999999996,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,13.040000000000001,2.6345,210.5,216,3.1704496658459114,2,10.50029389197735
15,7.0,73.0,14.0067,63.05,13.0,2.0,71.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,14.76875,0.0,194.0,13.0,82.0,26.9815386,933.47,15.0,3.0,121.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,16.48,6.437,225.0,10.0,77.5,20.4941193,498.26,14.0,2.5,96.0,2.325,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,15.624375,3.2185,209.5,225,4.041045569153921,2,8.421406081876038
16,5.0,72.0,10.811,317.3,13.0,2.0,84.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,2.0,15.0,83.0,30.973762,2348.0,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,22.5702380952,1.625,166.0,10.0,77.5,20.892381,1332.65,14.0,2.5,95.5,2.115,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,14.8713690476,1.5745,84.0,216,2.9526018183160376,2,11.749845383681931
17,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,194,3.4948420856278513,16,5.706763303907513
18,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,62,3.3476701266416686,16,5.957646904481706
19,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.571428571428571,79.85714285714286,13.151271428571429,1674.457142857143,14.571428571428571,2.0,73.14285714285714,2.8299999999999996,2.0,2.5714285714285716,0.0,0.0,4.571428571428571,0.0,3.4285714285714284,0.0,0.0,3.4285714285714284,10.856428571428571,5.605142857142858,194.0,215,3.700882616921342,7,5.900808602454355
20,4.0,67.0,9.012182,54.8,2.0,2.0,66.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.89,0.0,12.0,8.0,87.0,15.9994,1560.0,16.0,2.0,96.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,194.0,6.0,77.0,12.505790999999999,807.4,9.0,2.0,81.0,2.505,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,8.4975,0.0,103.0,216,2.9707488403850077,2,6.990276065055491
21,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,194,1.956240948754851,4,10.533150433076637
22,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,187,2.128161409742348,4,9.682245013113954
23,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,194,2.071456573253225,4,9.947290453798235
24,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,194,1.956240948754851,4,10.533150433076637
25,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.666666666666667,80.33333333333333,13.341366666666667,1316.3666666666666,14.666666666666666,2.0,72.66666666666667,2.8766666666666665,2.0,2.6666666666666665,0.0,0.0,4.666666666666667,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,11.725833333333334,5.79,194.0,113,2.550627783372581,6,8.685650135333335
26,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.266666666666667,78.33333333333333,12.542966666666668,2820.3466666666664,14.266666666666667,2.0,74.66666666666667,2.6806666666666663,2.0,2.2666666666666666,0.0,0.0,4.266666666666667,0.0,3.7333333333333334,0.0,0.0,3.7333333333333334,8.074333333333334,5.0136,194.0,111,3.5615169398560904,15,5.848094088218257
27,6.0,77.0,12.0107,1687.0,14.0,2.0,76.0,1.9,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,0.773,194.0,14.0,78.0,28.0855,3823.0,14.0,3.0,111.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,20.44,4.496,227.0,10.0,77.5,20.048099999999998,2755.0,14.0,2.5,93.5,2.2249999999999996,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,13.040000000000001,2.6345,210.5,186,3.170121947632244,4,10.501379382571752
28,7.0,11.0,14.0067,63.05,3.0,2.0,71.0,1.36,2.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,14.76875,0.0,194.0,21.0,82.0,44.955912,1814.0,15.0,4.0,170.0,3.04,2.0,3.0,1.0,0.0,5.0,0.0,3.0,9.0,0.0,9.0,22.235,6.437,194.0,14.0,46.5,29.481306,938.525,9.0,3.0,120.5,2.2,2.0,1.5,0.5,0.0,4.0,0.0,1.5,4.5,0.0,6.0,18.501875,3.2185,194.0,225,4.245782373273551,2,11.530233074486146
29,4.0,67.0,9.012182,63.05,2.0,2.0,71.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.64,0.0,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,96.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.0,77.0,12.2590705,1377.275,11.5,2.0,78.5,2.55,2.0,2.0,0.0,0.0,4.0,0.0,2.5,0.0,0.0,2.5,10.766875,4.3425,194.0,122,3.2913397139121083,8,6.184917770538345
30,4.0,67.0,9.012182,54.8,2.0,2.0,66.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.89,0.0,12.0,8.0,87.0,15.9994,1560.0,16.0,2.0,96.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,194.0,6.0,77.0,12.505790999999999,807.4,9.0,2.0,81.0,2.505,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,8.4975,0.0,103.0,225,3.4185469033107654,2,6.0746144784858895
31,5.0,72.0,10.811,317.3,13.0,2.0,84.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,2.0,15.0,83.0,30.973762,2348.0,15.0,3.0,107.0,2.19,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,22.5702380952,1.625,166.0,10.0,77.5,20.892381,1332.65,14.0,2.5,95.5,2.115,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,14.8713690476,1.5745,84.0,186,2.9530472730170723,4,11.74807296916273
32,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,62,3.036917717318018,8,6.784964926470436
33,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,6.0,77.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,5.64,4.496,194.0,229,2.751045879921811,8,7.2496924579750965
34,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.571428571428571,79.85714285714286,13.151271428571429,1674.457142857143,14.571428571428571,2.0,73.14285714285714,2.8299999999999996,2.0,2.5714285714285716,0.0,0.0,4.571428571428571,0.0,3.4285714285714284,0.0,0.0,3.4285714285714284,10.856428571428571,5.605142857142858,194.0,220,3.776863911212474,14,5.78209871893229
35,7.0,73.0,14.0067,63.05,13.0,2.0,71.0,1.61,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,14.76875,0.0,194.0,13.0,82.0,26.9815386,933.47,15.0,3.0,121.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,16.48,6.437,225.0,10.0,77.5,20.4941193,498.26,14.0,2.5,96.0,2.325,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,15.624375,3.2185,209.5,216,3.1928815143875897,2,10.658486880850765
36,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.666666666666667,80.33333333333333,13.341366666666667,1316.3666666666666,14.666666666666666,2.0,72.66666666666667,2.8766666666666665,2.0,2.6666666666666665,0.0,0.0,4.666666666666667,0.0,3.3333333333333335,0.0,0.0,3.3333333333333335,11.725833333333334,5.79,194.0,122,3.6926440724800234,12,5.999457331114024
37,3.0,1.0,6.941,453.69,1.0,2.0,76.0,0.98,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.64,0.0,166.0,6.0,77.0,12.0107,3823.0,14.0,2.0,128.0,2.55,2.0,2.0,0.0,0.0,4.0,1.0,5.0,0.0,0.0,5.0,16.5933333333,4.496,229.0,4.666666666666667,50.0,9.9209,2208.23,9.333333333333334,2.0,96.0,1.8566666666666667,1.6666666666666667,1.0,0.0,0.0,2.6666666666666665,0.3333333333333333,3.0,0.0,0.0,3.3333333333333335,9.801944444433333,2.006666666666667,196.33333333333334,194,2.151446160042454,6,7.657194649717314
38,4.0,67.0,9.012182,54.8,2.0,2.0,66.0,1.57,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.89,0.0,12.0,8.0,87.0,15.9994,1560.0,16.0,2.0,96.0,3.44,2.0,4.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,2.0,9.105,0.0,194.0,6.0,77.0,12.505790999999999,807.4,9.0,2.0,81.0,2.505,2.0,2.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,8.4975,0.0,103.0,186,2.9674987632823218,4,6.997931986082857
39,6.0,77.0,12.0107,63.05,14.0,2.0,71.0,2.55,2.0,2.0,0.0,0.0,4.0,0.0,3.0,3.0,5.64,4.496,194.0,7.0,82.0,14.0067,3823.0,15.0,2.0,76.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,4.0,14.76875,6.437,194.0,6.571428571428571,79.85714285714286,13.151271428571429,1674.457142857143,14.571428571428571,2.0,73.14285714285714,2.8299999999999996,2.0,2.5714285714285716,0.0,0.0,4.571428571428571,0.0,3.4285714285714284,0.0,0.0,3.4285714285714284,10.856428571428571,5.605142857142858,194.0,176,3.501429834147895,14,6.236937770285998
40,1.0,77.0,1.00794,14.01,1.0,1.0,31.0,2.2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.64,4.496,194.0,6.0,92.0,12.0107,3823.0,14.0,2.0,76.0,2.55,2.0,2.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,4.0,6.615,7.853,194.0,3.5,84.5,6.50932,1918.505,7.5,1.5,53.5,2.375,1.5,1.0,0.0,0.0,2.5,0.5,2.0,0.0,0.0,2.5,6.1274999999999995,6.1745,194.0,199,2.146846254343923,8,5.034817996458688
41,7.0,51.0,14.0067,63.05,6.0,2.0,71.0,2.36,2.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,14.76875,0.0,194.0,74.0,82.0,183.84,3695.0,15.0,6.0,162.0,3.04,2.0,3.0,4.0,14.0,20.0,0.0,3.0,6.0,0.0,6.0,16.05,6.437,229.0,29.333333333333332,71.66666666666667,70.6178,1273.7,12.0,3.3333333333333335,101.33333333333333,2.813333333333333,2.0,2.0,1.3333333333333333,4.666666666666667,10.0,0.0,2.0,2.0,0.0,4.0,15.195833333333335,4.291333333333333,205.66666666666666,187,12.066263193174002,3,9.71830415266282
42,5.0,72.0,10.811,1090.0,13.0,2.0,84.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,0.0,166.0,33.0,84.0,74.9216,2348.0,15.0,4.0,119.0,2.18,2.0,3.0,10.0,0.0,15.0,0.0,5.0,0.0,0.0,5.0,22.175,1.524,166.0,19.0,78.0,42.866299999999995,1719.0,14.0,3.0,101.5,2.1100000000000003,2.0,2.0,5.0,0.0,9.0,0.0,4.0,0.0,0.0,4.0,14.67375,0.762,166.0,216,5.087631340714321,2,13.991022741950774
43,5.0,72.0,10.811,63.05,13.0,2.0,71.0,2.04,2.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,7.1725,1.524,166.0,7.0,82.0,14.0067,2348.0,15.0,2.0,84.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,14.76875,6.437,194.0,6.0,77.0,12.408850000000001,1205.525,14.0,2.0,77.5,2.54,2.0,2.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,10.970625,3.9805,180.0,14,1.8545873970859466,8,11.11049294789557
44,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,3.0,14.76875,6.437,194.0,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,14.76875,6.437,194.0,7.0,82.0,14.0067,63.05,15.0,2.0,71.0,3.04,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,14.76875,6.437,194.0,199,3.379496565757236,4,6.882289149163466
